4651
189	254	1	0	0
336	2798	1	1	1
2800	3732	1	2	2
3733	5019	1	3	3
5233	5529	1	4	4
5682	6458	2	5	5
6528	7958	2	6	6
8237	9190	1	7	7
9305	9892	1	8	8
9927	10493	2	9	9
10642	11355	2	10	10
10829	11314	1	11	11
11381	11785	2	12	12
12162	14078	1	13	13
14167	15297	1	14	14
15444	16556	1	15	15
16750	16902	2	17	17
16750	16959	2	16	16
16951	17009	1	18	18
17488	18654	1	19	19
18714	19619	1	20	20
19810	20313	2	21	21
20232	20507	2	22	22
20814	21077	2	23	23
21180	21398	1	24	24
21406	22347	1	25	25
22390	25206	1	26	26
25206	25700	1	27	27
25825	26274	1	28	28
26276	27226	1	29	29
27292	28206	1	30	30
28373	29194	1	31	31
29650	30798	1	32	32
30816	34037	1	33	33
34299	34694	1	34	34
34780	35370	2	35	35
35376	36161	2	36	36
36270	37823	2	37	37
37897	39114	2	38	38
39243	40385	2	39	39
40416	41930	2	40	40
42402	43172	1	41	41
43187	44128	1	42	42
44179	45465	1	43	43
45462	45749	1	44	44
45806	47137	1	45	45
47245	47775	1	46	46
47768	49630	1	47	47
49822	50301	1	48	48
50379	51221	2	49	49
51228	51605	2	50	50
51608	52429	2	51	51
52426	53415	2	52	52
53415	54701	2	53	53
54754	57108	2	54	54
57363	58178	1	55	55
58473	59123	1	56	56
59120	59278	1	57	57
59686	60345	2	58	58
60357	63263	2	59	59
63428	65779	2	60	60
65854	66549	2	61	61
66834	68336	2	62	62
68347	70047	2	63	63
70386	71264	1	64	64
71350	72114	1	65	65
72228	72926	2	66	66
72910	74520	2	67	67
74496	75479	2	68	68
75515	75607	2	69	69
75643	77298	2	70	70
77366	77592	1	71	71
77387	77518	1	72	72
77620	78798	1	73	73
78847	79452	2	74	74
79463	80863	2	75	75
80866	81957	2	76	76
81957	83528	2	77	77
83621	83707	2	78	78
84367	85311	1	79	79
85466	85510	2	80	80
85629	87353	1	81	81
87356	87847	1	82	82
88027	89031	1	83	83
89633	90091	1	84	84
90093	91034	1	85	85
91031	91396	1	86	86
91412	93178	1	87	87
92484	92657	1	88	88
93165	94652	1	89	89
94649	96007	1	90	90
96001	97083	1	91	91
97086	98402	1	92	92
98402	99646	1	93	93
99643	100710	1	94	94
100764	102239	1	95	95
102232	103152	1	96	96
103154	103984	1	97	97
103981	105243	1	98	98
104947	105498	2	99	99
105304	106455	1	100	100
106556	107473	1	101	101
107704	108216	1	102	102
108278	110983	1	103	103
111043	111432	1	104	104
111648	111845	2	105	105
111855	112598	2	106	106
112598	113218	2	107	107
113243	113287	1	108	108
113443	114486	1	109	109
114521	115723	2	110	110
115713	117098	2	111	111
117108	117548	2	112	112
117751	118644	2	113	113
118732	119283	1	114	114
119280	120134	1	115	115
120177	121550	2	116	116
122091	122855	1	117	117
123016	125679	1	118	118
125694	127586	1	119	119
127911	129335	1	120	120
129406	131259	2	121	121
131614	134211	1	122	122
134387	134749	1	123	123
134787	135581	2	124	124
135597	136463	2	125	125
136569	136916	2	126	126
137082	138632	1	127	127
138834	141224	2	128	128
141430	141966	1	129	129
142007	142669	2	130	130
142778	143704	1	131	131
143701	144471	1	132	132
144576	145016	1	133	133
145080	146309	1	134	134
146313	146693	2	135	135
146967	147869	1	136	136
147943	148794	2	137	137
148806	149600	2	138	138
149714	150952	2	139	139
151002	151598	2	140	140
151625	152230	2	141	141
152242	152811	2	142	142
152828	155425	2	143	143
155460	156200	2	144	144
156298	156882	2	145	145
157252	157731	2	146	146
157728	159125	2	147	147
159185	160111	2	148	148
160148	160603	2	149	149
160781	161485	2	150	150
161500	162030	2	151	151
162104	164533	1	152	152
164729	167263	1	153	153
167483	169726	1	154	154
169777	170574	1	155	155
170574	171464	1	156	156
171461	173443	1	157	157
173601	174881	2	158	158
175047	175094	1	159	159
175106	176527	1	160	160
176551	176616	1	161	161
176609	176953	1	162	162
177000	177623	2	163	163
177661	178461	2	164	164
178454	179152	2	165	165
179236	180753	1	166	166
180883	182307	1	167	167
182462	183619	1	168	168
183708	184094	2	169	169
184256	185068	2	170	170
185122	185946	2	171	171
185977	188649	2	172	172
188711	189505	2	173	173
189711	189846	1	174	174
189873	190598	1	175	175
190856	191707	1	176	176
191854	192579	1	177	177
192871	193428	1	178	178
193520	194716	1	179	179
194783	194843	1	180	180
194902	195663	1	181	181
195676	196533	1	182	182
196545	197897	1	183	183
197927	200359	1	184	184
200481	200966	1	185	185
200970	201995	1	186	186
202100	202555	1	187	187
202559	203347	1	188	188
203347	204495	1	189	189
204492	205088	1	190	190
205125	208607	1	191	191
208620	209579	1	192	192
209678	211819	1	193	193
211876	212265	1	194	194
212330	213628	1	195	195
213677	213931	2	196	196
213924	214124	2	197	197
214290	214835	1	198	198
214832	215254	1	199	199
215268	215978	1	200	200
216178	217002	2	201	201
217056	218774	2	202	202
218886	219593	2	203	203
219590	219994	2	204	204
220112	220927	2	205	205
220967	221620	2	206	206
221613	222644	2	207	207
222832	223407	1	208	208
223770	225311	1	209	209
225380	225456	1	210	210
225499	225574	1	211	211
225758	228661	1	212	212
228755	228874	1	213	213
228927	229003	1	214	214
229166	229969	1	215	215
229966	230880	2	216	216
231121	231921	1	217	217
231925	232548	1	218	218
232596	233954	2	219	219
234026	234781	2	220	220
234287	234319	1	221	221
234815	235537	1	222	222
235534	236001	2	223	223
236066	236797	1	224	224
236930	237006	1	225	225
237334	238119	1	226	226
238256	238735	2	227	227
238745	239083	2	228	228
239189	239377	1	229	229
239418	240188	2	230	230
240342	240815	1	231	231
240858	243302	2	232	232
243542	244120	1	233	233
244326	245093	1	234	234
245064	245804	2	235	235
245960	246238	2	236	236
246241	246501	2	237	237
246711	247460	1	238	238
247636	248133	1	239	239
248357	250069	2	240	240
250071	250826	1	241	241
250897	251952	1	242	242
252004	252297	1	243	243
252300	252698	1	244	244
252708	253160	1	245	245
253466	253732	1	246	246
253701	254201	1	247	247
254258	255715	2	248	248
255976	256434	1	249	249
256526	257770	1	250	250
257828	259005	1	251	251
257922	258425	2	252	252
258344	258619	2	253	253
259044	260099	2	254	254
260387	261490	1	255	255
261502	262755	1	256	256
262870	262945	1	257	257
263149	263211	2	258	258
263327	263668	2	259	259
263689	264006	2	260	260
264025	264246	2	261	261
264255	264731	2	262	262
264747	265205	2	263	263
265303	265542	2	264	264
265619	266086	2	265	265
266109	266552	2	266	266
266552	266773	2	267	267
266775	266966	2	268	268
267183	268004	2	269	269
268096	268959	2	270	270
269288	270181	2	271	271
270277	272189	1	272	272
270602	271753	1	273	273
272579	272653	1	274	274
272846	273991	1	275	275
274100	275080	2	276	276
275324	276727	1	277	277
276714	277646	1	278	278
277755	278801	2	279	279
278813	279161	2	280	280
279177	279680	2	281	281
279599	279874	2	282	282
279930	280103	1	283	283
280113	280361	2	284	284
280384	280734	2	285	285
280828	281982	2	286	286
282277	283185	1	287	287
283200	285167	1	288	288
285394	286776	1	289	289
286788	288398	1	290	290
288403	289161	2	291	291
289300	290304	2	292	292
290274	290369	2	293	293
290509	290637	1	294	294
290648	291151	2	295	295
291070	291345	2	296	296
291499	292230	1	297	297
292321	292947	2	298	298
293219	293917	2	299	299
293944	294798	2	300	300
294917	295141	2	301	301
295138	295578	2	302	302
295695	297095	2	303	303
297380	297790	2	304	304
297769	298725	2	305	305
298735	300933	2	306	306
300930	301886	2	307	307
301883	302572	2	308	308
302990	303604	1	309	309
303852	304181	2	310	310
304494	305204	2	311	311
305173	306816	2	312	312
306806	309331	2	313	313
309357	310025	2	314	314
310083	310670	2	315	315
310745	311335	2	316	316
312111	312338	1	317	317
312373	312513	2	318	318
312513	312776	2	319	319
313140	313241	2	320	320
313715	313804	2	321	321
314356	315243	1	322	322
315290	315589	1	323	323
315586	316452	1	324	324
316449	317135	2	325	325
317438	317566	1	326	326
317725	318318	2	327	327
318330	318566	2	328	328
318675	320000	2	329	329
320226	321080	1	330	330
321607	322326	1	331	331
322337	323764	1	332	332
323757	324452	1	333	333
324695	325363	2	334	334
325576	327246	2	335	335
327260	328732	2	336	336
328746	329333	2	337	337
329462	331495	1	338	338
331801	331875	1	339	339
332370	333458	1	340	340
333500	334432	2	341	341
334524	335021	2	342	342
335279	335884	1	343	343
335924	336787	1	344	344
336777	338324	1	345	345
338324	339742	1	346	346
339768	340088	1	347	347
340164	341114	1	348	348
341124	342506	1	349	349
342883	343932	1	350	350
344175	344990	1	351	351
345251	345433	1	352	352
345403	345648	1	353	353
345665	346336	2	354	354
346483	346758	1	355	355
346856	348442	2	356	356
348681	349571	1	357	357
350011	351180	1	358	358
351214	352665	1	359	359
352705	354591	1	360	360
354921	356180	1	361	361
356170	357453	1	362	362
357790	358689	2	363	363
358798	359457	1	364	364
359488	359958	1	365	365
359991	361145	1	366	366
361248	361859	2	367	367
361925	363178	2	368	368
363230	366304	2	369	369
366427	367509	2	370	370
367586	368419	2	371	371
368610	370274	1	372	372
370276	371220	1	373	373
371238	372104	1	374	374
372114	372923	1	375	375
372920	373870	1	376	376
373867	374880	1	377	377
375458	376669	1	378	378
376771	377310	1	379	379
377534	378367	2	380	380
378461	379570	2	381	381
379605	379880	2	382	382
380068	380841	2	383	383
380843	382871	2	384	384
381350	381715	1	385	385
381673	382578	1	386	386
382738	383934	2	387	387
383959	384078	1	388	388
384058	384615	2	389	389
385231	386193	1	390	390
386206	386973	1	391	391
386970	387797	1	392	392
387794	388645	1	393	393
388752	389726	2	394	394
390250	394417	1	395	395
391591	391647	2	396	396
391738	392604	2	397	397
392601	392900	2	398	398
394505	395128	1	399	399
395129	396286	2	400	400
396638	397858	1	401	401
397871	398965	1	402	402
399024	399332	2	403	403
399592	399804	1	404	404
399828	400922	2	405	405
401385	401645	1	406	406
401746	403161	1	407	407
403280	403600	1	408	408
403702	404817	1	409	409
404834	405643	2	410	410
405763	406221	1	411	411
406404	406928	1	412	412
406978	407169	1	413	413
407427	408104	1	414	414
408176	408460	1	415	415
408608	408949	1	416	416
408946	409029	1	417	417
409107	410018	2	418	418
410143	411051	1	419	419
411296	412480	2	420	420
412606	415752	2	421	421
415749	416951	2	422	422
417141	417830	1	423	423
417888	419183	1	424	424
419590	420909	1	425	425
420985	422358	1	426	426
422517	424331	1	427	427
424336	424917	2	428	428
425010	426080	1	429	429
426136	427263	1	430	430
427286	427618	1	431	431
427646	429493	1	432	432
429504	430475	1	433	433
430604	430951	1	434	434
431128	432012	2	435	435
432311	432850	2	436	436
433001	433450	1	437	437
433454	434557	1	438	438
434646	435116	1	439	439
435136	435555	1	440	440
435633	436610	1	441	441
436588	437106	1	442	442
437160	438134	2	443	443
438314	440176	2	444	444
440201	441100	2	445	445
441100	441342	2	446	446
441548	442996	1	447	447
443050	443640	2	448	448
443603	444514	2	449	449
444682	445173	1	450	450
